Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision 
S/HOU/21/0680,PP-09741452,Fri 16 Apr 2021,Fri 16 Apr 2021,5 Woodstock Road Stratton St Margaret Swindon SN3 4BD,Erection of single storey rear and side extensions.,Application Granted,Granted Permission,Tue 29 Jun 2021,Unknown,Not Applicable
S/HOU/21/0852,Not Applicable,Fri 16 Apr 2021,Fri 16 Apr 2021,12A Greens Lane Wroughton Swindon SN4 0RJ,Erection of a detached garage.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0679,PP-09633759,Fri 16 Apr 2021,Fri 16 Apr 2021,27 Wentworth Park Freshbrook Swindon SN5 8QX,Erection of two storey side and single storey side extensions.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0796,Not Applicable,Fri 16 Apr 2021,Fri 16 Apr 2021,6 Shelley Street Swindon SN1 3PN,Erection of a first-floor storey rear extension.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0846,Not Applicable,Fri 16 Apr 2021,Fri 16 Apr 2021,19 Kenton Close Park North Swindon SN3 2QY,Erection of a two/ single storey rear extension.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0676,PP-09742396,Thu 15 Apr 2021,Thu 15 Apr 2021,Chelwood House The Marsh Wanborough Swindon SN4 0AR,Erection of a detached garden building.,Application Granted,Granted Permission,Wed 09 Jun 2021,Unknown,Not Applicable
S/TC/21/0675,PP-09742356,Thu 15 Apr 2021,Thu 15 Apr 2021,Land North East Of Wentworth Park Subway Whitehill Way Swindon,"Installation of a 20 metre high monopole supporting 6 no. antennas and 2 no. transmission dishes, 4 no. equipment cabinets and development works ancillary thereto.",Unknown,Prior Approval Refused,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0841,Not Applicable,Thu 15 Apr 2021,Fri 16 Apr 2021,35 Barrington Close Liden Swindon SN3 6HF,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 09 Jun 2021,Unknown,Not Applicable
S/HOU/21/0677,PP-09743628,Thu 15 Apr 2021,Thu 15 Apr 2021,8 Courtenay Road Walcot Swindon SN3 3BU,Erection of a single storey front extension.,Unknown,Permission Refused,Tue 15 Jun 2021,Unknown,Not Applicable
S/21/0670,PP-09738444,Wed 14 Apr 2021,Tue 11 May 2021,Unit 9 Greenbridge Retail Park Swindon SN3 3SG,Installation of a mezzanine floor for storage and 'back of house' purposes.,Application Granted,Granted Permission,Fri 18 Jun 2021,Unknown,Not Applicable
S/HOU/21/0664,PP-09733241,Tue 13 Apr 2021,Tue 13 Apr 2021,41 Woodside Avenue Old Walcot Swindon SN3 1DU,Erection of single storey rear and first floor side extensions.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/TWC/21/0829,Not Applicable,Tue 13 Apr 2021,Tue 13 Apr 2021,The Old Vicarage 192 Beech Avenue Pinehurst Swindon SN2 1JJ,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0830,Not Applicable,Tue 13 Apr 2021,Fri 16 Apr 2021,87 Northern Road Rodbourne Cheney Swindon SN2 1PJ,Erection of a single storey side/rear extension.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/COND/21/0661,PP-09720252,Mon 12 Apr 2021,Mon 12 Apr 2021,Somerset Farm House Church Row Hinton Parva Swindon SN4 0DW,"Discharge of conditions 2 (a) and 2 (b) from Listed Building Consent S/LBC/20/0951 - Erection of a single storey side extension, porch, internal alterations and replacement of modern windows.",Conditions Discharged,Conditions Discharged,Thu 03 Jun 2021,Unknown,Not Applicable
S/PO2R/21/0651,PP-09729973,Mon 12 Apr 2021,Fri 07 May 2021,North Star House North Star Avenue Swindon,"Prior Approval Notification for the change of use of ground, first (part), second (part) and third floors from office space (Use Class B1(a)) to 286no. flats (Use Class C3) without compliance with conditions 6 & 7 from previous permission S/PO2R/20/1039.",Unknown,Prior Approval required and given,Mon 28 Jun 2021,Unknown,Not Applicable
S/COND/21/0663,PP-09729174,Mon 12 Apr 2021,Mon 12 Apr 2021,"Land Off B4019, Broad Blunsdon Swindon SN26 8DJ",Discharge of condition 15 from Outline Planning Permission S/OUT/19/0294 - Outline planning application for up to 43no. dwellings and associated works - Access not reserved.,Conditions Discharged,Conditions Discharged,Wed 02 Jun 2021,Unknown,Not Applicable
S/COND/21/0660,PP-09720068,Mon 12 Apr 2021,Mon 12 Apr 2021,Somerset Farm House Church Row Hinton Parva Swindon SN4 0DW,Discharge of conditions 2 (a) and 2 (b) from Householder Planning Permission S/HOU/20/0950 - Erection of a single storey side extension and alterations to porch.,Conditions Discharged,Conditions Discharged,Thu 03 Jun 2021,Unknown,Not Applicable
S/COND/21/0656,PP-09686087,Mon 12 Apr 2021,Mon 12 Apr 2021,Local Centre (Parcels LC1 & LC2) Badbury Park Commonhead Swindon,"Discharge of condition 13 (Surface Water Drainage Scheme) and condition 14 (Drainage Strategy) from Planning Permission S18/1680 - Erection of Local Centre, Badbury Park",Conditions Discharged,Conditions Discharged,Mon 07 Jun 2021,Unknown,Not Applicable
S/LDP/21/0648,PP-09728697,Mon 12 Apr 2021,Mon 12 Apr 2021,16 Cambrai Road Chiseldon Swindon SN4 0JD,Certificate of lawfulness (Proposed) for the erection of a detached garden room.,Application Granted,Granted Permission,Wed 09 Jun 2021,Unknown,Not Applicable
S/HOU/21/0645,PP-09706738,Sun 11 Apr 2021,Sun 11 Apr 2021,4 Tatley Walk Chiseldon Swindon SN4 0NX,"Erection of a single storey rear extension, single/two storey side extension, front porch, front canopy, extension to existing garage and erection of boundary wall and fence.",Unknown,Permission Refused,Fri 18 Jun 2021,Unknown,Not Applicable
S/HOU/21/0817,Not Applicable,Sun 11 Apr 2021,Mon 12 Apr 2021,15 Okebourne Park Liden Swindon SN3 6AH,Erection of two storey side extension and change flat to pitched roof on existing side and rear extensions.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0644,PP-09720740,Sat 10 Apr 2021,Mon 12 Apr 2021,34 Dover Street Old Town Swindon SN1 3JP,Erection of a two storey rear extension (retrospective).,Application Granted,Granted Permission,Mon 07 Jun 2021,Unknown,Not Applicable
S/COND/21/0638,PP-09676189,Fri 09 Apr 2021,Fri 09 Apr 2021,Wichelstowe Development Area Southern Town Development Swindon,"Discharge of conditions 8, 9, 11, 16 and 35 from Planning Permission S/13/1524 - Southern Town Expansion including up to 4500 dwellings, employment, commercial, shopping, schools, open space, park and ride, roads, sewers and associated works (Variation of extent of infrastructure, phasing and affordable housing, upon S/TIME/13/1521 by the Local Planning Authority, conditions 1, 62, 66 & 67, 73, 76 - 79, 82, 85, 88 - 90, 93 and 95 - 97).",Conditions Discharged,Conditions Discharged,Wed 16 Jun 2021,Unknown,Not Applicable
S/HOU/21/0641,PP-09722286,Fri 09 Apr 2021,Fri 09 Apr 2021,62 Bramwell Close Kingsdown Swindon SN2 7SN,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/TPO/21/0824,Not Applicable,Fri 09 Apr 2021,Wed 19 May 2021,West Lodge 35 Croft Road Swindon SN1 4DG,Works to tree within BOS TPO (No. 5) 1997.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0640,PP-09722187,Fri 09 Apr 2021,Fri 09 Apr 2021,24 Fairlawn Liden Swindon SN3 6ET,Erection of a detached garage.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0623,PP-09715289,Thu 08 Apr 2021,Thu 08 Apr 2021,31 Berricot Lane Badbury Swindon SN4 0EU,"Erection of first floor and single storey rear extensions, car parking and associated works.",Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0625,PP-09716709,Thu 08 Apr 2021,Thu 08 Apr 2021,44 South View Avenue Old Walcot Swindon SN3 1DZ,"Erection of single storey front and rear, and first floor side extensions and conversion of garage into habitable space.",Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/LDP/21/0631,PP-09272983,Thu 08 Apr 2021,Thu 08 Apr 2021,14 Ilett Crescent Tadpole Garden Village Swindon Swindon SN25 2WG,Certificate of Lawfulness (proposed) for the erection of 1 no. dwelling.,Application Granted,Granted Permission,Tue 08 Jun 2021,Unknown,Not Applicable
S/LDP/21/0633,PP-09719256,Thu 08 Apr 2021,Thu 08 Apr 2021,2 Darling Close Stratton St Margaret Swindon SN3 4PB,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/LDP/21/0624,PP-09715946,Thu 08 Apr 2021,Thu 06 May 2021,50 Ulysses Road Oakhurst Swindon SN25 2JR,Certificate of lawfulness (Proposed) for the conversion of an existing carport into a garage.,Unknown,Permission Refused,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0622,PP-09714315,Thu 08 Apr 2021,Thu 08 Apr 2021,10 Manor Crescent Moredon Swindon SN2 2LF,Erection of two storey side and single storey front extensions.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0634,PP-09719598,Thu 08 Apr 2021,Fri 09 Apr 2021,43 Brookfield Highworth Swindon SN6 7HY,Erection of a single storey front extension and detached garage.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0617,PP-09713186,Wed 07 Apr 2021,Wed 07 Apr 2021,18 Ashbury Avenue Nythe Swindon SN3 3LY,Erection of a single storey side extension.,Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0759,Not Applicable,Wed 07 Apr 2021,Wed 28 Apr 2021,30 Westcott Place Swindon SN1 5HW,Erection of a carport.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0613,PP-09712521,Wed 07 Apr 2021,Wed 07 Apr 2021,17 Melfort Close Sparcells Swindon SN5 5FG,Erection of single storey side and rear extensions.,Application Granted,Granted Permission,Wed 09 Jun 2021,Unknown,Not Applicable
S/HOU/21/0618,PP-09705097,Wed 07 Apr 2021,Wed 07 Apr 2021,30 Phoebe Way Oakhurst Swindon SN25 2JP,Erection of 2 metre high boundary wall.,Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0756,Not Applicable,Tue 06 Apr 2021,Tue 06 Apr 2021,25 Bouverie Avenue Lakeside Swindon SN3 1PZ,Erection of single storey side and rear extensions.,Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0755,Not Applicable,Tue 06 Apr 2021,Tue 06 Apr 2021,26 Winifred Street Old Town Swindon SN3 1RS,Erection of a dormer window to rear and a single storey rear extension.,Application Granted,Granted Permission,Wed 23 Jun 2021,Unknown,Not Applicable
S/HOU/21/0751,Not Applicable,Mon 05 Apr 2021,Mon 05 Apr 2021,Saracens Turnball Chiseldon Swindon SN4 0LH,"Erection of a single storey rear extension, 2no. velux windows to front and rear and rendering of garage walls.",Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0596,PP-09702494,Sat 03 Apr 2021,Tue 04 May 2021,11 Kingdom Crescent Redhouse Swindon SN25 2NF,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0595,PP-09700370,Fri 02 Apr 2021,Fri 02 Apr 2021,2 Woodland View Wroughton Swindon SN4 9AB,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0589,PP-09692495,Thu 01 Apr 2021,Mon 26 Apr 2021,43 Tawny Owl Close Covingham Swindon SN3 5EX,Erection of a single storey rear extension & porch to front.,Application Granted,Granted Permission,Fri 18 Jun 2021,Unknown,Not Applicable
S/HOU/21/0742,Not Applicable,Thu 01 Apr 2021,Thu 01 Apr 2021,4 Dunster Close Lawn Swindon SN3 1JS,Erection of extensions to existing front and rear dormer windows.,Unknown,Permission Refused,Mon 21 Jun 2021,Unknown,Appeal Dismissed
S/21/0573,PP-09677536,Tue 30 Mar 2021,Tue 27 Apr 2021,14 Fleet Street Swindon,"Change of use of retail unit (use class E) to a Micro-Brewery and Bar (Sui Generis), plus installation of glazed shopfronts.",Application Granted,Granted Permission,Tue 29 Jun 2021,Unknown,Not Applicable
S/HOU/21/0570,PP-09676833,Tue 30 Mar 2021,Mon 26 Apr 2021,11 Charolais Drive Ramleaze Swindon SN5 5RX,Erection of a replacement front porch.,Application Granted,Granted Permission,Fri 18 Jun 2021,Unknown,Not Applicable
S/HOU/21/0731,Not Applicable,Tue 30 Mar 2021,Tue 30 Mar 2021,38 Glenwood Close Old Town Swindon SN1 4EB,Erection of a single storey side/ rear extension.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/AMEND/21/0568,PP-09619247,Mon 29 Mar 2021,Fri 16 Apr 2021,Mill Lane Wichelstowe Swindon,Non-material amendment to previous permission S/13/1524 regarding a replacement of an approved plan listed under Condition 2 of the original outline permission relating to the closure of Mill Lane.,Minor Amendment Approved,Minor Amendment Approved,Mon 14 Jun 2021,Unknown,Not Applicable
S/TPO/21/0716,Not Applicable,Mon 29 Mar 2021,Mon 29 Mar 2021,11 Edgar Row Close Wroughton Swindon SN4 9LR,Works to sycamore tree under BOSTPO- 08- 2009.,Application Granted,Granted Permission,Tue 08 Jun 2021,Unknown,Not Applicable
S/21/0564,PP-09559321,Mon 29 Mar 2021,Thu 22 Apr 2021,2 Moormead Road Wroughton Swindon SN4 9BX,Change of use from use class C3 to use class C2 to be used in association with the neighbouring hospital.,Application Granted,Granted Permission,Wed 23 Jun 2021,Unknown,Not Applicable
S/HOU/21/0558,PP-09680348,Mon 29 Mar 2021,Mon 29 Mar 2021,12 Austin Road Swindon Swindon SN5 7FT,Erection of a single story side extension.,Application Granted,Granted Permission,Wed 09 Jun 2021,Unknown,Not Applicable
S/21/0553,PP-09669465,Sat 27 Mar 2021,Wed 28 Apr 2021,Hampton Farm Hampton Lane Hampton Swindon SN6 7RL,Erection of open porch to existing pool house.,Unknown,Permission Refused,Wed 23 Jun 2021,Unknown,Not Applicable
S/HOU/21/0547,PP-09660072,Thu 25 Mar 2021,Thu 25 Mar 2021,20 Sarsen Close Swindon SN1 4LA,Erection of two storey side/ front and single storey front extensions.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0704,Not Applicable,Thu 25 Mar 2021,Wed 21 Apr 2021,3 The Copse Blunsdon Swindon SN26 7BW,Erection of a two storey side/rear extension.,Application Granted,Granted Permission,Thu 17 Jun 2021,Unknown,Not Applicable
S/HOU/21/0540,PP-09658206,Wed 24 Mar 2021,Wed 24 Mar 2021,7 Merrivale Grove Old Walcot Swindon SN3 1EH,Erection of a single storey/first floor rear extension and first floor side extension.,Application Granted,Granted Permission,Wed 02 Jun 2021,Unknown,Not Applicable
S/HOU/21/0538,PP-09666508,Wed 24 Mar 2021,Wed 24 Mar 2021,38 Walcot Road Old Walcot Swindon SN3 1BH,"Erection of a two storey side/rear extension, single storey front and single storey rear extension",Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/LDP/21/0696,Not Applicable,Wed 24 Mar 2021,Tue 20 Apr 2021,30 Victoria Road Old Town Swindon SN1 3AW,Certificate of lawfulness (Proposed) for the erection of a dormer window to rear.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0699,Not Applicable,Wed 24 Mar 2021,Tue 20 Apr 2021,30 Victoria Road Old Town Swindon SN1 3AW,"Erection of a first floor rear extension (part retrospective), two juliet balconys and external staircase to front to access basement.",Application Granted,Granted Permission,Thu 24 Jun 2021,Unknown,Not Applicable
S/LDP/21/0530,PP-09660913,Tue 23 Mar 2021,Thu 29 Apr 2021,1 Conway Road Eldene Swindon SN3 6BU,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/21/0529,PP-09606645,Tue 23 Mar 2021,Tue 23 Mar 2021,Treetops 8 Marshfield Way Stratton St Margaret Swindon SN3 4PS,Change of use of double garage into ancillary home office space and associated works.,Application Granted,Granted Permission,Wed 09 Jun 2021,Unknown,Not Applicable
S/TWC/21/0694,Not Applicable,Tue 23 Mar 2021,Tue 23 Mar 2021,The Old Vicarage Church Lane Bishopstone Swindon SN6 8PY,Works to trees and hedge within a Conservation Area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/LDP/21/0695,Not Applicable,Mon 22 Mar 2021,Wed 21 Apr 2021,2 Selwyn Road Tadpole Garden Village Swindon Swindon SN25 2RW,Certificate of Lawful Development (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 16 Jun 2021,Unknown,Not Applicable
S/COND/21/0523,PP-09621178,Mon 22 Mar 2021,Mon 22 Mar 2021,North Star House North Star Avenue Swindon,Discharge of condition 8 (Remediation Scheme) from previous permission S/PO2R/21/0651.,Conditions Discharged,Conditions Discharged,Wed 30 Jun 2021,Unknown,Not Applicable
S/HOU/21/0522,PP-09652414,Sat 20 Mar 2021,Thu 06 May 2021,26 Springlines Wanborough Swindon SN4 0ES,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
