,Name,Website,Address,Phone Number,Social Page,Social Page,Facilities and Capacity,Price Pdf link
484,Black Lake Retreat Center, ,"4709 New Hope Church Road Asheboro, NC, 27205",3366392606,https://www.instagram.com/blacklakecenter/?hl=en, ,"Outside, up to 120 guests can witness you and your soon-to-be spouse exchange vows. Inside, the Leonard Lodge boasts the Great Hall, which has room for up to 150 individuals. Wood accents along the wall and tall ceilings offer sophistication while the rustic tones of the wood imbue the room with a bucolic air. Dark wainscoting envelops the room in warmth, which is further accented by the hardwood flooring. A fireplace completes the ambiance and features gas logs. Opening out from the Great Hall is the veranda and two additional rooms. These spaces may be used for dressing rooms or catering, depending on your needs. Outside, you and your guests may be seated under the picnic shelter, referred to as the Pavillion. Up to 100 individuals may be accommodated in this space and it possesses a commercial kitchen and restrooms, for your convenience.", 
485,Heritage Hill Banquet Facility, ,"5435 N Church St Greensboro, NC, 27455",3362827331,https://www.facebook.com/Heritage-Hill-Banquets-113511572011458/, , , 
486,The Groome Inn, ,"4719 Groometown Rd Greensboro, NC, 27407",3365103802,http://www.facebook.com/thegroomeinn, , ,https://cdn0.weddingwire.com/solic/9/2/7/0/7/0/pricing-1537465045-f18c90b2c0480d41-The_Groom_Inn_Pricing.pdf
487,Parizade, ,"2200 W. Main St Suite B100 Durham, 27705",9192869712,http://www.facebook.com/Parizade,http://www.twitter.com/cafeparizade, , 
488,Pearl Manor, ,"8033 Hood Rd. Charlotte, NC, 28215",704-561-1821, , ,Facilities and Capacity, 
489,The Clayton Center, ,"111 E Second Street Clayton, NC, 27520",9195533152,https://www.facebook.com/theclaytoncenter, , ,https://cdn0.weddingwire.com/solic/6/5/7/6/1/3/pricing-51060ba44b7b6528_wedding-package-rates-effective-july-2021.pdf
490,River Hills Country Club, ,"One Country Club Drive Clover, SC, 29710",(803) 621-3114,https://www.facebook.com/rhccsc/, ,"Please contact Kelly Sludock, Event Director, by using the contact vendor form to the right to begin planning your event today. Let us help you execute your vision for the perfectly unique occasion!",https://cdn0.weddingwire.com/solic/6/1/3/1/4/3/pricing-1498061846-aea78518df661c9d-1474046582-e4ad1f876e3875d8-1470344546-1e3a32be5bbf467c-Room_Rental_.pdf
491,Charlotte Hawkins Brown Museum, ,"430 North Salisbury Street Suite 2050 Raleigh, NC, 27603",3364494846,http://www.facebook.com/CharlotteHawkinsBrownMuseum,http://twitter.com/CHBrownMuseum,"The sprawling modern campus buildings includes buildings built from the 1920s-1960s. Several of the properties are available for public rental space. Kimball Hall, Palmer Memorial Institute's historic dining hall, was renovated in 2010-2011. It is now available for conference, seminar, and special event rental, Sunday - Saturday, 9 AM to 9 PM. The main room seats up to 300 for a banquet or 350 for auditorium style seating.",https://cdn0.weddingwire.com/solic/6/1/5/0/5/5/pricing-1507130076-c7cb9a9f34aa7045-WeddingPrices.pdf
492,Winding Creek Farm and Wedding Barn, ,"2249 Buck Shoals Road Hamptonville, NC, 27020",7049532193,https://www.facebook.com/WindingCreekFarmAndWeddingBarn,http://www.pinterest.com/karenaumiller/, , 
493,Separk Mansion,http://separkmansion.com/,"209 W. 2nd Avenue, http://separkmansion.com/ Gastonia, NC, 28052",7042660014,https://facebook.com/separkmansion,https://twitter.com/mansionwedding,"The Separk team works hard to provide great value and unrivaled flexibility through its all-inclusive package and partners with professional vendors in the Charlotte area to provide each couple with a budget-friendly package starting from as low as $14,500. They encourage couples to visit separkmansion.com to learn more about everything the mansion has to offer and get in touch with one of its in-house coordinators!", 
494,Centennial Station Arts Center, ,"121 South Centennial St. High Point, NC, 27260",3368892787, , ,"This spacious historic building can accommodate up to 200 guests for an elaborate soiree. You and your partner can welcome loved ones into the stunning dinner-theatre-style hall, fully furnished with luxurious chairs. Delicate string lighting falls from exposed wooden beams, creating an intimate, rustic ambiance for an unforgettable first dance. Additionally, other light fixtures can be adjusted to further set the tone of the celebrations. Get-ready rooms are available for the wedding party behind the stage, allowing couples to enjoy a complete theatre-themed experience on the day. The venue also contains a bar, catering facilities, and a dance floor for the entertainment of guests. In addition to these excellent facilities, the newlyweds can make use of an on-site Pullman train car from the early 1900s for unique wedding photos. This valuable antique adds to the old-style charm of the event space, creating a memorable sense of novelty.", 
495,The Rafters at Historic St. Mark's, ,"8600 Mt. Holly-Huntersville Road Huntersville, NC, 28078",7043995193,https://www.facebook.com/theraftersevents,https://www.pinterest.com/stmarksweddings/,,https://cdn0.weddingwire.com/solic/9/8/5/9/9/6/pricing-50462df0af1854f1_8-22-price-list-for-the-rafters-at-historic-st-marks-8-11-21.pdf
496,Brushy Mountain Golf Club, ,"300 Golf Course Lane Taylorsville, NC, 28681",8286324804,http://www.facebook.com/brushymountaingolf, ,"The Lodges at Brushy Mountain are perfect for a weekend getaway with a small group or just the two of you. You’ll appreciate the beautiful view of Brushy Mountain Golf Course while enjoying a little quiet time to yourself. Our ten inviting rooms provide two queen beds, flat screen TV, microwave, and refrigerator.", 
497,Caribsea, ,"8921 Crew Drive, PO Box 4758 Emerald Isle, NC, 28594",2527642885,https://www.facebook.com/caribsea/?fref=ts,https://twitter.com/caribseafish,Her name? Caribsea., 
498,Chicamacomico LifeSaving Station, ,"23645 N.C. Hwy 12 Box 5 Rodanthe, NC, 27968",2529871552,https://www.weddingwire.com/biz/chicamacomico-lifesaving-station-rodanthe/Chicamacomico%20Life%20Saving%20Station%20and%20Museum, , , 
499,Camellia Gardens, ,"2608 Doster Road Monroe, NC, 28112",7046344742,https://www.facebook.com/CamelliaGardensNC/?ref=bookmarks,https://www.instagram.com/thecamelliagardens/, , 
500,Broadmoor Golf Links, ,"101 French Broad Lane Fletcher, NC, 28732",8286848379,https://www.facebook.com/BroadmoorGolfLinks/,https://www.instagram.com/broadmoorgolf,Capacity,https://cdn0.weddingwire.com/solic/1/3/0/3/5/9/pricing-50261eefc7fc6c83_wedding-packages-2022.pdf
501,Bob Doster's Backstreet Studio, ,"217 East Gay Street Lancaster, SC, 29720",8032877853,https://www.facebook.com/backstreetstudio,https://twitter.com/BobDoster, ,https://cdn0.weddingwire.com/solic/1/7/6/6/5/9/pricing-1492508963-6471aa1040a05e72-Backstreet_Rental_Information.pdf
502,Colonial Country Club, ,"7047 Colonial Club Drive Thomasville, NC, 27360",3364750596,https://www.facebook.com/ColonialCountryClub.NC/, , ,https://cdn0.weddingwire.com/solic/2/5/4/0/8/9/pricing-1536269203-05c3a73ddb28fdb2-Banquet_Guide_5.2018__2_.pdf
503,Black Mountain Inn, ,"1186 Old US Hwy 70 West Black Mountain, NC, 28711",8286696528, , ,"Black Mountain Inn offers indoor event space, as well as outdoor locations in its spacious gardens and grounds. The property is surrounded by luscious landscapes and scenic views and is available for wedding events from May through to November each year.",https://cdn0.weddingwire.com/solic/0/7/9/2/9/9/pricing-15d7f98fad656a_elopement-diy-pricing.pdf
504,Glendale Springs Inn & Restaurant, ,"7414 N.C. Highway 16 Glendale Springs, NC, 28629",3369823103,https://www.facebook.com/glendalespringsinnandrestaurant/,https://www.pinterest.com/glendalespringsinnrestaurant,"Situated in the Blue Ridge Mountains, the venue serves as the perfect scenic location to host your knot-tying event. Couples have the option of choosing from the following beautifully designed and landscaped spaces, depending on the size and structure of their celebration:", 
505,The Jarvis at 220, ,"220 Pollock St New Bern, NC, 28560",252-631-1452,https://www.facebook.com/thejarvisat220,https://www.instagram.com/thejarvisat220,"Many couples choose to have their bridal party stay overnight at The Jarvis, where they are able to get ready in the comfort of a ""homebase"" for the big day, having everything they need on-hand. On the big day, the groom and groomsmen can relax downstairs at the Cellar Door, a 1,000-square-foot pub containing a pool table, darts, foosball, big screen TV's and a bar area. The outdoor garden patio space can accommodate a sit-down reception for 100 guests or 200 guests for just the ceremony. Our interior main floor can host a smaller sit down reception for 25 in the main dining room. This main floor is also popular to host a bridal shower and can accomodate 40 guests. The main floor has a large welcoming foyer with baby grand piano, 3 large living rooms that are open to one another and the large dining room. All these spaces are open to each other.", 
506,Secret Meadows at Green Dell Farm, ,"845 Sullivan Road Thomasville, NC, 27360",3369069437, , , , 
507,Elevations Restaurant, ,"3990 NC-105 South Banner Elk, NC, 28604",828-898-9880,https://www.facebook.com/elevationsrestaurant/, ,Facilities and capacity, 
508,Tanglewood Manor House Bed & Breakfast, ,"4201 Manor House Circle Clemmons, NC, 27012",(336) 703-6494,https://www.facebook.com/TanglewoodParkNC/,https://www.instagram.com/tanglewoodparknc/,Facilities and Capacity, 
509,Hampton Inn Sneads Ferry - North Topsail Beach, ,"1248 NC Hwy 210 Sneads Ferry, NC, 28460",910-327-5555, , ,Facilities and Capacity,https://cdn0.weddingwire.com/solic/1/7/4/0/7/0/pricing-35cf9242ab8988_oajsf-catering-menu.pdf
510,The Parker Mill, ,"612 E. Hampshire Blvd Whittier, NC, 28789",7177560242,https://www.facebook.com/TheParkerMill/?__tn__=%2Cd%2CP-R&eid=ARAY-jKuzeoCPmn2mssog80mbQXjpWNyhWLyqQ1j-G952FgrcxFEskSeA9q-_Zrn49uC_tIhqkvvHMGq,https://pinterest.com/theparkermill,Facilities and Capacity, 
511,The Inn at Corolla Light, ,"1066 Ocean Trail Corolla, NC, 27927",2524533340, , , , 
512,"The Village Green of Cashiers, NC",http://www.villagegreencashiersnc.com/weddings,"160 Frank Allen Road Cashiers, NC, 28717",8287433434,https://www.facebook.com/CashiersGreen,https://twitter.com/cashiersgreen,"The timbered banquet hall is the ideal venue for a garden wedding, and can comfortably host up to 120 guests. Adjoined to the reception space is an outdoor pavilion that gives way to views of the expansive meadow and picturesque grounds. The central reception space is complete with lofty ceilings and quaint courtyards. There is also the option of a gazebo reception for couples looking to emphasize the rustic aesthetic. Couples can choose to host their ceremony outdoors on the lawns or in the gardens, set against the mountainous backdrop. The happy couple can frequent the on-site preparation rooms for their convenience. A selection of manicured pathways offers you the ideal opportunity to take memorable photographs or steal a moment to reflect. Guests can meander around the park before or after the ceremony, and soak up the peaceful outdoors.",https://cdn0.weddingwire.com/solic/5/9/4/5/8/8/pricing-51061f94ca4f1004_commons-event-hall-2022-final-2.pdf
513,Mountain Valley Venue, ,"152 Silo Drive Whittier, NC, 28789",828-736-1387, , ,Facilities and Services, 
514,Mountain View Acres, ,"340 Frankie Lane Flat Rock, NC, 28731",8142278830, , , , 
515,Diamond Room Event Venue, ,"101 E. Main St Gibsonville, 27249",3364494949,https://www.facebook.com/pages/The-Diamond-Room-at-Wades-Jewelers/336569373029244?fref=ts,http://pinterest.com/wadesjewelers/,"The Diamond Room Event Venue is an elegant ballroom located between Burlington and Greensboro, North Carolina.
It is where elegance meets effortless. It has six chandeliers, an elevator, and two covered, outdoor balconies that overlook Downtown Gibsonville.", 
516,Fleming's Prime Steakhouse & Wine Bar, ,"210 East Trade Street Suite C-110, first floor of the Epicentre Charlotte, 28202",7043334266, , ,Turn your special occasion into memorable times at Fleming's!, 
517,Brahma Ridge Event Center, ,"84 Brahma Ridge Candler, NC, 28715",(828) 665-4404,https://www.facebook.com/BrahmaRidge/, ,"This unique property offers luxurious GLAMPING sites and primitive camping spots. Your guests can choose from five large safari tents and two converted school buses. All have queen-size beds and most have electricity and fans/heaters. Bath and shower facilities are short walks away.

Other Services
In addition to hosting lavish weddings, Brahma Ridge Event Center is also happy to host intimate elopements. Additional events they will hold include:", 
518,The Pride Center at PRIDE RESORT in Maggie Valley, ,"4394 Jonathan Creek Road Waynesville, NC, 28785",7045028097, , ,The Pride Center is a flexible facility that is ideal for parties from 20-200. At the heart of The Pride Center is the tremendous hardwood floor main hall and the adjoining center stage. On either end you have great stone fireplaces., 
